0.000000	336025.000000	17.410000	-24152.000000	-97342266.000000	3060.000000	555.000000	
40.000000	54695.000000	2.010000	-7250.000000	-36816675.000000	658.000000	45.000000	
6.000000	316175.000000	15.430000	-24152.000000	-94895363.000000	2743.000000	493.000000	
0.000000	336025.000000	17.410000	-24152.000000	-97342266.000000	3060.000000	555.000000	
20.000000	206199.000000	9.520000	-14393.000000	-64646593.000000	1632.000000	373.000000	
36.000000	70881.000000	3.740000	-10008.000000	-48133855.000000	860.000000	145.000000	
36.000000	75069.000000	3.510000	-8890.000000	-43857588.000000	933.000000	88.000000	
16.000000	241227.000000	12.240000	-19200.000000	-72115872.000000	2104.000000	456.000000	
19.000000	218868.000000	11.200000	-19547.000000	-70451365.000000	1931.000000	330.000000	
9.000000	310162.000000	13.670000	-23854.000000	-93358660.000000	2549.000000	512.000000	
34.000000	79305.000000	4.250000	-8576.000000	-54108065.000000	1007.000000	108.000000	
20.000000	166369.000000	10.260000	-18437.000000	-73851840.000000	1743.000000	339.000000	
38.000000	59318.000000	2.840000	-7672.000000	-42592533.000000	759.000000	55.000000	
5.000000	323431.000000	15.620000	-20328.000000	-85191466.000000	2618.000000	529.000000	
8.000000	300471.000000	14.660000	-23252.000000	-89632645.000000	2657.000000	433.000000	
1.000000	330998.000000	17.120000	-23475.000000	-92082741.000000	2966.000000	552.000000	
6.000000	274628.000000	15.220000	-20938.000000	-80323082.000000	2643.000000	543.000000	
24.000000	140158.000000	8.290000	-13613.000000	-53232364.000000	1337.000000	307.000000	
19.000000	279533.000000	10.920000	-16813.000000	-65813599.000000	1816.000000	411.000000	
21.000000	224320.000000	9.210000	-17378.000000	-69094199.000000	1769.000000	435.000000	
18.000000	277482.000000	10.440000	-17911.000000	-69565678.000000	1843.000000	478.000000	
13.000000	257397.000000	13.440000	-22354.000000	-82116949.000000	2235.000000	440.000000	
17.000000	182881.000000	11.630000	-19997.000000	-75104878.000000	1901.000000	376.000000	
22.000000	161302.000000	9.720000	-13556.000000	-68957843.000000	1697.000000	296.000000	
29.000000	135875.000000	6.740000	-15627.000000	-51101250.000000	1192.000000	312.000000	
15.000000	177966.000000	11.990000	-18089.000000	-80745018.000000	1992.000000	332.000000	
21.000000	191543.000000	8.670000	-17639.000000	-79457497.000000	2069.000000	293.000000	
37.000000	77316.000000	3.350000	-9377.000000	-38077110.000000	807.000000	103.000000	
14.000000	290339.000000	12.620000	-22037.000000	-82846987.000000	2300.000000	328.000000	
38.000000	63437.000000	2.430000	-11268.000000	-42302495.000000	795.000000	61.000000	
15.000000	196098.000000	12.780000	-20758.000000	-75841340.000000	2014.000000	402.000000	
38.000000	61220.000000	2.410000	-10764.000000	-47335725.000000	846.000000	47.000000	
13.000000	240586.000000	13.060000	-21221.000000	-87481788.000000	2480.000000	356.000000	
21.000000	180367.000000	9.900000	-17056.000000	-58854442.000000	1493.000000	467.000000	
30.000000	113115.000000	5.750000	-15728.000000	-60220777.000000	1296.000000	171.000000	
5.000000	268224.000000	15.690000	-23952.000000	-95452970.000000	2875.000000	499.000000	
39.000000	67783.000000	2.420000	-8101.000000	-37224244.000000	703.000000	59.000000	
7.000000	302712.000000	14.370000	-22421.000000	-94778742.000000	2773.000000	395.000000	
4.000000	325818.000000	16.390000	-23152.000000	-91015070.000000	2838.000000	544.000000	
7.000000	273769.000000	15.350000	-22614.000000	-89178799.000000	2568.000000	539.000000	
20.000000	217563.000000	9.510000	-18246.000000	-74886460.000000	2049.000000	347.000000	
35.000000	85928.000000	4.060000	-13098.000000	-43408062.000000	908.000000	121.000000	
33.000000	146739.000000	5.230000	-13712.000000	-45359601.000000	1109.000000	141.000000	
37.000000	74518.000000	3.350000	-8646.000000	-38598063.000000	839.000000	88.000000	
31.000000	111134.000000	5.420000	-12633.000000	-50107073.000000	1030.000000	269.000000	
29.000000	125913.000000	6.120000	-9748.000000	-56565213.000000	1266.000000	203.000000	
32.000000	91820.000000	4.510000	-11673.000000	-59282102.000000	1098.000000	200.000000	
32.000000	147626.000000	6.140000	-12047.000000	-41102531.000000	1077.000000	161.000000	
17.000000	226196.000000	10.610000	-20378.000000	-85626150.000000	2160.000000	387.000000	
8.000000	306969.000000	14.680000	-22260.000000	-84240762.000000	2448.000000	483.000000	
32.000000	89786.000000	5.000000	-14930.000000	-54214004.000000	1127.000000	135.000000	
